ArtistId,ArtistName,AlbumId,TitleAlbum,TrackId,TrackName,TrackUnitPrice,TrackBytes,GenreId,GenreName
84,Foo Fighters,80,In Your Honor [Disc 2],1005,On The Mend,0.99,9071997,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1006,Virginia Moon,0.99,7494639,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1007,Cold Day In The Sun,0.99,6596617,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1008,Razor,0.99,9721373,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1020,Doll,0.99,2702572,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1021,Monkey Wrench,0.99,7527531,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1022,"Hey, Johnny Park!",0.99,8079480,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1023,My Poor Brain,0.99,6973746,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1024,Wind Up,0.99,4950667,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1025,Up In Arms,0.99,4406227,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1026,My Hero,0.99,8472365,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1027,See You,0.99,4888173,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1028,Enough Space,0.99,5169280,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1029,February Stars,0.99,9344875,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1030,Everlong,0.99,8270816,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1031,Walking After You,0.99,9898992,1,Rock
84,Foo Fighters,82,The Colour And The Shape,1032,New Way Home,0.99,11205664,1,Rock
88,Guns N' Roses,90,Appetite for Destruction,1146,Welcome to the Jungle,0.99,4538451,1,Rock
88,Guns N' Roses,90,Appetite for Destruction,1147,It's So Easy,0.99,3394019,1,Rock
88,Guns N' Roses,90,Appetite for Destruction,1148,Nightrain,0.99,4457283,1,Rock
88,Guns N' Roses,90,Appetite for Destruction,1149,Out Ta Get Me,0.99,4382147,1,Rock
